Ticker,Fecha,Cierre,Referencia,Volumen,Rotacion,Ultimo,Alto,Bajo,Promedio
AENA,15/11/2019,166.6000,162.9500,162959,26968882.85,166.6000,166.6000,163.7500,165.9367
AENA,18/11/2019,167.1500,166.6000,127675,21295673.55,167.1500,167.1500,165.3500,166.8372
AENA,19/11/2019,168.3500,167.1500,106097,17868641.80,168.3500,169.6500,167.4000,168.4318
AENA,20/11/2019,167.5000,168.3500,125495,21025889.60,167.5000,168.1500,166.6500,167.4842
AENA,21/11/2019,165.7000,167.5000,135611,22523067.50,165.7000,167.4500,165.4000,166.0350
AENA,22/11/2019,166.3000,165.7000,123779,20604989.85,166.3000,167.3500,165.6500,166.4660
AENA,25/11/2019,166.5000,166.3000,101138,16855656.51,166.5000,167.8500,166.4500,166.6606
AENA,26/11/2019,168.9500,166.5000,522109,88199686.23,168.9500,169.4000,166.8000,168.9281
AENA,27/11/2019,169.0000,168.9500,126107,21318995.90,169.0000,170.2000,168.1000,169.0036
AENA,28/11/2019,167.6000,169.0000,58728,9849418.15,167.6000,169.0500,167.0500,167.7155
AENA,29/11/2019,166.7000,167.6000,234224,39018978.28,166.7000,168.0500,166.2500,166.8313
AENA,02/12/2019,163.3500,166.7000,148562,24401960.49,163.3500,168.0500,163.0000,164.2224
AENA,03/12/2019,163.0000,163.3500,167831,27365687.60,163.0000,164.0000,162.3500,163.0046
AENA,04/12/2019,164.5500,163.0000,173979,28559587.50,164.5500,165.2500,163.4000,164.4908
AENA,05/12/2019,163.5000,164.5500,559912,92189857.30,163.5000,165.4000,162.8500,163.5656
AENA,06/12/2019,165.6000,163.5000,98974,16356604.35,165.6000,166.1000,163.1500,165.2404
AENA,09/12/2019,166.3000,165.6000,86270,14353486.40,166.3000,167.3500,165.4000,166.3787
AENA,10/12/2019,166.3500,166.3000,789906,131597345.50,166.3500,167.3000,164.4500,166.1044
AENA,11/12/2019,170.2500,166.3500,199446,33785304.40,170.2500,170.2500,166.2000,169.7029
AENA,12/12/2019,171.4000,170.2500,346028,59201977.40,171.4000,172.5500,170.2000,171.4179
AENA,13/12/2019,174.9500,171.4000,274505,47952525.95,174.9500,175.8000,172.9500,174.7216
AMS,02/01/2019,61.4400,60.8400,2492131,151671700.26,61.4400,61.5800,59.8200,61.1784
AMS,03/01/2019,58.0600,61.4400,5283130,318741422.24,58.0600,60.7600,58.0600,58.6325
AMS,04/01/2019,60.0600,58.0600,2859959,168711379.20,60.0600,60.2200,58.2200,59.6497
AMS,07/01/2019,60.6200,60.0600,1369031,82752799.62,60.6200,60.9000,59.5600,60.4317
AMS,08/01/2019,62.1600,60.6200,1277924,79286400.34,62.1600,62.4400,60.5400,62.0450
AMS,09/01/2019,62.4400,62.1600,3568102,223636036.18,62.4400,63.2800,62.2000,62.6378
AMS,10/01/2019,61.4600,62.4400,902394,55534503.32,61.4600,62.6200,61.1200,61.5413
AMS,11/01/2019,61.8800,61.4600,700004,43256661.87,61.8800,62.2600,61.1000,61.8010
AMS,14/01/2019,60.2400,61.8800,10856159,656647148.92,60.2400,61.5000,59.9800,60.3258
AMS,15/01/2019,61.8200,59.7400,1097264,67093312.30,61.8200,61.8200,59.0000,61.1473
AMS,16/01/2019,62.2000,61.8200,826746,51374763.79,62.2000,62.3200,61.8200,62.1414
AMS,17/01/2019,62.7800,62.2000,766056,47932928.14,62.7800,62.9200,61.4600,62.5683
AMS,18/01/2019,65.0000,62.7800,2765241,177866876.16,65.0000,65.1200,63.2600,64.6641
AMS,21/01/2019,64.5000,65.0000,14870358,966824681.86,64.5000,65.3200,64.2600,64.6999
AMS,22/01/2019,64.6000,64.5000,1684860,109003217.52,64.6000,65.0400,63.8000,64.5804
AMS,23/01/2019,65.0600,64.6000,2949416,191637330.40,65.0600,65.7800,63.8600,65.1259
AMS,24/01/2019,65.4000,65.0600,1383629,90535317.34,65.4000,66.4600,64.7000,65.5571
AMS,25/01/2019,65.7000,65.4000,727048,47804637.86,65.7000,66.4000,65.3400,65.7510
AMS,28/01/2019,63.5200,65.7000,1180916,75703833.36,63.5200,65.5400,63.2200,63.8274
AMS,29/01/2019,64.3800,63.5200,780560,50155461.68,64.3800,64.6400,63.0400,64.2557
AMS,30/01/2019,63.2400,64.3800,747387,47497876.66,63.2400,64.6000,63.0800,63.4403
AMS,31/01/2019,63.4800,63.2400,948693,60058917.62,63.4800,63.8600,62.4400,63.3070
AMS,01/02/2019,64.0000,63.4800,1620243,103775450.62,64.0000,64.4200,63.2400,63.9916
AMS,04/02/2019,64.8400,64.0000,621718,40246699.46,64.8400,65.0800,64.0600,64.7394
AMS,05/02/2019,66.1000,64.8400,1017991,66896419.23,66.1000,66.1800,64.4800,65.7792
AMS,06/02/2019,66.7000,66.1000,642814,42829733.46,66.7000,66.8400,66.1800,66.6285
AMS,07/02/2019,65.0000,66.7000,2684905,177589278.22,65.0000,66.6800,65.0000,65.3540
AMS,08/02/2019,64.6600,65.0000,732982,47298220.62,64.6600,65.2000,63.5400,64.5295
AMS,11/02/2019,65.3000,64.6600,827968,54021489.98,65.3000,65.6200,64.8400,65.2918
AMS,12/02/2019,65.7800,65.3000,1698800,111681413.14,65.7800,66.5800,65.4000,65.8022
AMS,13/02/2019,66.9800,65.7800,734208,49127684.44,66.9800,67.3200,65.8400,66.9140
AMS,14/02/2019,68.4600,66.9800,1275701,87384489.22,68.4600,69.0600,66.9800,68.5532
AMS,15/02/2019,68.3200,68.4600,1368197,93752005.30,68.3200,69.0600,67.7000,68.5319
AMS,18/02/2019,69.0000,68.3200,815429,56168826.16,69.0000,69.1800,68.5600,68.9772
AMS,19/02/2019,68.7400,69.0000,807959,55640175.04,68.7400,69.5200,68.6800,68.8630
AMS,20/02/2019,68.9400,68.7400,874874,60337751.72,68.9400,69.2600,68.6200,68.9470
AMS,21/02/2019,68.5400,68.9400,649818,44559114.14,68.5400,69.1400,68.3200,68.5810
AMS,22/02/2019,69.3200,68.5400,803566,55533743.90,69.3200,69.6200,68.4600,69.1891
AMS,25/02/2019,69.2600,69.3200,696700,48247225.56,69.2600,69.8400,69.0400,69.2600
AMS,26/02/2019,69.5800,69.2600,575480,39960231.30,69.5800,69.8400,68.7400,69.4484
AMS,27/02/2019,68.6200,69.5800,1112412,76682173.80,68.6200,69.6400,67.9600,68.6372
AMS,28/02/2019,66.2000,68.6200,1553100,103095224.51,66.2000,67.4800,65.9600,66.3512
AMS,01/03/2019,66.4000,66.2000,1115924,74135359.58,66.4000,67.1600,65.9600,66.4661
AMS,04/03/2019,65.8600,66.4000,870532,57461687.40,65.8600,66.8600,65.6000,65.9924
AMS,05/03/2019,65.4400,65.8600,912085,59744617.48,65.4400,66.2400,65.2600,65.5102
AMS,06/03/2019,64.9400,65.4400,1200070,78115999.19,64.9400,65.8400,64.8200,65.0581
AMS,07/03/2019,66.0200,64.9400,1251727,82509278.10,66.0200,66.7600,64.6200,65.9376
AMS,08/03/2019,66.0800,66.0200,736769,48576989.24,66.0800,66.4600,65.3800,66.0324
AMS,11/03/2019,66.1000,66.0800,955811,63113171.69,66.1000,66.5400,65.6400,66.0858
AMS,12/03/2019,65.3600,66.1000,843476,55307792.16,65.3600,66.3200,65.2200,65.4406
AMS,13/03/2019,65.5200,65.3600,915170,59892393.36,65.5200,65.7200,65.0800,65.4929
AMS,14/03/2019,65.5000,65.5200,1020295,66839872.48,65.5000,65.7800,65.1800,65.4984
AMS,15/03/2019,67.5000,65.5000,2730072,183043207.80,67.5000,67.5000,65.4000,67.0942
AMS,18/03/2019,67.4800,67.5000,1063065,71708383.47,67.4800,67.7600,67.0600,67.4560
AMS,19/03/2019,67.8400,67.4800,883322,59860761.14,67.8400,68.1400,67.4000,67.7994
AMS,20/03/2019,68.5200,67.8400,1462769,100473823.05,68.5200,69.3400,67.7800,68.6782
AMS,21/03/2019,68.0000,68.5200,847233,57789680.32,68.0000,68.7200,67.8600,68.0771
AMS,22/03/2019,67.2800,68.0000,1027242,69515439.69,67.2800,68.4000,67.2800,67.4264
AMS,25/03/2019,67.2800,67.2800,754317,50690804.58,67.2800,67.6400,66.5800,67.2004
AMS,26/03/2019,68.2000,67.2800,612824,41741558.76,68.2000,68.4800,67.1200,68.1241
AMS,27/03/2019,68.6600,68.2000,1077184,74073589.20,68.6600,69.7400,68.1600,68.8509
AMS,28/03/2019,69.6800,68.6600,804059,55971466.00,69.6800,70.3600,68.8800,69.7162
AMS,29/03/2019,71.4000,69.6800,982124,69864137.48,71.4000,71.4000,69.8600,71.1423
AMS,01/04/2019,71.7000,71.4000,991527,71142734.38,71.7000,72.4200,71.5200,71.7595
AMS,02/04/2019,71.1800,71.7000,1276026,91005649.24,71.1800,72.2400,70.9200,71.2642
AMS,03/04/2019,71.6000,71.1800,1726734,123693165.02,71.6000,72.2000,71.1600,71.5963
AMS,04/04/2019,71.4800,71.6000,723905,51830937.98,71.4800,72.3400,71.2000,71.5844
AMS,05/04/2019,71.5200,71.4800,887388,63476203.92,71.5200,71.8200,71.1000,71.5134
AMS,08/04/2019,71.8000,71.5200,736154,52785707.70,71.8000,71.9200,70.9800,71.7142
AMS,09/04/2019,71.4000,71.8000,1643322,117399436.56,71.4000,71.7800,71.2800,71.4245
AMS,10/04/2019,70.7000,71.4000,889925,63100038.26,70.7000,71.4000,70.5000,70.7660
AMS,11/04/2019,69.9000,70.7000,2546349,179551148.18,69.9000,71.0400,69.8600,70.0404
AMS,12/04/2019,69.7400,69.9000,1094734,76376744.01,69.7400,70.2200,69.3200,69.7326
AMS,15/04/2019,69.7000,69.7400,948676,66059251.22,69.7000,70.0400,69.2000,69.6402
AMS,16/04/2019,69.4000,69.7000,1221243,84895034.20,69.4000,69.9800,69.1000,69.4011
AMS,17/04/2019,68.4600,69.4000,1303113,89351465.04,68.4600,69.2800,68.2800,68.5223
AMS,18/04/2019,68.8600,68.4600,1311580,90023104.98,68.8600,69.0600,67.7600,68.6681
AMS,23/04/2019,70.3800,68.8600,1847746,128566986.68,70.3800,70.7000,68.9200,70.1589
AMS,24/04/2019,70.2000,70.3800,1001695,70562473.94,70.2000,71.3000,70.1200,70.4078
AMS,25/04/2019,71.0000,70.2000,791159,55985379.32,71.0000,71.1800,69.2200,70.7631
AMS,26/04/2019,70.4400,71.0000,1503963,106309857.20,70.4400,71.3200,70.3800,70.6079
AMS,29/04/2019,70.2800,70.4400,965038,67584731.08,70.2800,70.3800,69.2400,70.0607
AMS,30/04/2019,70.9200,70.2800,1136834,80562787.22,70.9200,71.2200,70.1400,70.8653
AMS,02/05/2019,67.9400,70.9200,2351860,161448511.85,67.9400,71.1400,67.6200,68.2549
AMS,03/05/2019,67.6200,67.9400,3317192,225013727.20,67.6200,68.0000,67.2400,67.6125
AMS,06/05/2019,66.5000,67.6200,1231985,81973838.10,66.5000,67.1000,66.0400,66.5663
AMS,07/05/2019,65.3400,66.5000,919603,60334785.84,65.3400,67.1000,65.2800,65.6092
AMS,08/05/2019,67.6200,65.3400,1251625,84104299.28,67.6200,68.1600,65.9400,67.3230
AMS,09/05/2019,65.9400,67.6200,991327,65804390.70,65.9400,67.7400,65.7800,66.3693
AMS,10/05/2019,66.3400,65.9400,1109801,73574960.21,66.3400,66.6800,65.7600,66.3076
AMS,13/05/2019,65.5800,66.3400,793777,52393822.41,65.5800,67.2400,65.5800,65.9951
AMS,14/05/2019,68.0800,65.5800,1171597,78690020.70,68.0800,68.0800,65.6400,67.6138
AMS,15/05/2019,68.7400,68.0800,1198616,81849091.40,68.7400,68.7400,67.1200,68.3733
AMS,16/05/2019,70.2400,68.7400,984736,68806851.84,70.2400,70.2400,68.0600,69.8756
AMS,17/05/2019,70.8200,70.2400,1627421,114849985.50,70.8200,71.2400,69.5800,70.7150
AMS,20/05/2019,69.7800,70.8200,1183642,82787750.42,69.7800,71.0600,69.1600,69.8328
AMS,21/05/2019,69.7200,69.7800,698886,48762505.78,69.7200,70.5800,69.4200,69.7712
AMS,22/05/2019,71.2200,69.7200,868980,61583177.38,71.2200,71.4400,69.3600,70.9411
AMS,23/05/2019,70.0600,71.2200,1280283,89899265.17,70.0600,70.8400,69.5400,70.0227
AMS,24/05/2019,69.9600,70.0600,640476,44795469.22,69.9600,70.6400,69.5600,69.9409
AMS,27/05/2019,69.9000,69.9600,596903,41883108.54,69.9000,70.5200,69.4800,69.9571
AMS,28/05/2019,68.9800,69.9000,1867211,128910306.78,68.9800,70.0600,68.6000,69.0349
AMS,29/05/2019,67.4600,68.9800,828476,55889022.60,67.4600,68.3600,67.0400,67.4600
AMS,30/05/2019,68.9400,67.4600,668371,45931369.30,68.9400,69.1800,67.6000,68.7400
AMS,31/05/2019,68.3600,68.9400,905661,61735523.14,68.3600,68.5400,67.4000,68.1724
AMS,03/06/2019,68.1600,68.3600,1106119,75132612.70,68.1600,68.4000,67.3600,68.0419
AMS,04/06/2019,68.0000,68.1600,982739,66563051.20,68.0000,68.2200,66.8600,67.7843
AMS,05/06/2019,68.5800,68.0000,728973,49990552.46,68.5800,69.1800,68.0400,68.5465
AMS,06/06/2019,69.4000,68.5800,887352,61691623.61,69.4000,70.4400,68.6200,69.5419
AMS,07/06/2019,71.4000,69.4000,1405181,99416022.94,71.4000,71.8000,69.7600,71.2767
AMS,10/06/2019,71.3600,71.4000,460002,32871321.90,71.3600,72.3000,70.9200,71.4591
AMS,11/06/2019,71.3000,71.3600,795823,56885366.96,71.3000,72.1000,71.1200,71.4767
AMS,12/06/2019,69.3400,71.3000,987188,68644330.94,69.3400,71.1200,68.7600,69.5020
AMS,13/06/2019,69.6800,69.3400,861355,60008632.69,69.6800,70.1200,69.2400,69.6718
AMS,14/06/2019,68.1000,69.6800,912045,62449653.90,68.1000,69.6800,67.9400,68.2924
AMS,17/06/2019,67.2800,68.1000,1265582,85275147.49,67.2800,68.1000,66.4200,67.2088
AMS,18/06/2019,68.9400,67.2800,1321311,90426008.94,68.9400,69.2800,67.2400,68.8400
AMS,19/06/2019,68.4800,68.9400,967598,66339440.39,68.4800,69.3400,68.0800,68.4798
AMS,20/06/2019,69.6600,68.4800,1157838,80683027.24,69.6600,70.4600,69.0200,69.7122
AMS,21/06/2019,69.5800,69.6600,2838761,197765352.48,69.5800,70.4600,69.1600,69.6545
AMS,24/06/2019,68.3400,69.5800,853285,58605237.02,68.3400,70.0400,68.2600,68.6869
AMS,25/06/2019,67.9800,68.3400,1007751,68450860.22,67.9800,68.8000,67.5200,67.9260
AMS,26/06/2019,68.2600,67.9800,776572,52967285.47,68.2600,68.3600,67.8200,68.2040
AMS,27/06/2019,68.7000,68.2600,666627,45742113.48,68.7000,68.9600,68.1600,68.6210
AMS,28/06/2019,69.6600,68.7000,2827157,196562681.99,69.6600,70.1200,68.7200,69.6144
AMS,01/07/2019,71.4400,69.6600,6036482,429233043.31,71.4400,71.7400,70.4600,71.3338
AMS,02/07/2019,71.1400,71.4400,8845124,631468506.16,71.1400,71.6400,70.7000,71.1155
AMS,03/07/2019,71.2800,71.1400,8641803,615075995.96,71.2800,71.7400,70.9600,71.3396
AMS,04/07/2019,71.4000,71.2800,10085886,719953990.44,71.4000,71.7600,70.5600,71.2967
AMS,05/07/2019,70.7200,71.4000,544818,38563266.34,70.7200,71.4400,70.2200,70.7819
AMS,08/07/2019,71.4400,70.7200,891118,63528559.48,71.4400,71.5800,70.4800,71.3106
AMS,09/07/2019,72.0800,71.4400,836062,60079423.83,72.0800,72.0800,70.9800,71.9025
AMS,10/07/2019,70.8600,71.4200,1305748,92555880.68,70.8600,71.7000,70.4400,70.9220
AMS,11/07/2019,71.6400,70.8600,556398,39788273.16,71.6400,71.8000,70.7000,71.5105
AMS,12/07/2019,71.7200,71.6400,1446006,103754454.08,71.7200,71.9200,71.2200,71.6476
AMS,15/07/2019,72.4400,71.7200,5186456,375741095.52,72.4400,72.8400,71.8600,72.4316
AMS,16/07/2019,73.6000,72.4400,7311249,530524250.40,73.6000,74.0600,72.2800,73.5216
AMS,17/07/2019,73.5400,73.6000,9496760,703205702.16,73.5400,74.9400,73.3600,73.9841
AMS,18/07/2019,72.0400,73.5400,10018364,725360482.06,72.0400,73.0600,71.8200,72.1322
AMS,19/07/2019,72.0200,72.0400,903265,65051530.90,72.0200,72.7800,71.5200,72.0182
AMS,22/07/2019,73.3400,72.0200,1327683,96611811.30,73.3400,73.4600,72.0000,73.0434
AMS,23/07/2019,73.3400,73.3400,939011,69130609.18,73.3400,74.3400,73.2600,73.5542
AMS,24/07/2019,73.8800,73.3400,2806189,205490609.30,73.8800,73.9600,72.6000,73.6906
AMS,25/07/2019,72.9600,73.8800,825943,60554452.40,72.9600,74.2600,72.7000,73.2922
AMS,26/07/2019,73.1400,72.9600,877296,64072294.13,73.1400,73.4800,72.1000,72.9095
AMS,29/07/2019,72.9200,73.1400,732876,53404399.76,72.9200,73.2400,72.4400,72.8902
AMS,30/07/2019,71.4200,72.9200,793049,56709634.58,71.4200,72.6800,70.9200,71.5154
AMS,31/07/2019,71.3600,71.4200,1086500,77418730.45,71.3600,72.3400,70.6000,71.2600
AMS,01/08/2019,72.0600,71.3600,1439574,102391855.14,72.0600,72.1200,70.5400,71.7150
AMS,02/08/2019,69.9400,72.0600,1506002,105758505.70,69.9400,71.6200,69.6200,70.1722
AMS,05/08/2019,68.7400,69.9400,1107331,76035247.86,68.7400,69.2000,67.7600,68.6653
AMS,06/08/2019,67.5800,68.7400,757788,51572986.76,67.5800,69.1400,67.5800,68.0573
AMS,07/08/2019,68.1800,67.5800,3837369,260662823.98,68.1800,68.7400,67.5000,68.1559
AMS,08/08/2019,69.8000,68.1800,951681,66394305.32,69.8000,70.1800,68.9000,69.7597
AMS,09/08/2019,68.9400,69.8000,1218688,84209007.10,68.9400,69.7800,68.6400,68.9801
AMS,12/08/2019,68.7400,68.9400,372566,25601196.28,68.7400,69.6400,68.0000,68.7159
AMS,13/08/2019,67.9400,68.7400,906428,61478381.14,67.9400,68.8400,66.8600,67.8200
AMS,14/08/2019,66.2400,67.9400,1519130,102163200.74,66.2400,68.2200,65.9200,66.6557
AMS,15/08/2019,66.1600,66.2400,867586,57233187.22,66.1600,66.8000,64.9000,65.9657
AMS,16/08/2019,67.2400,66.1600,896083,60195378.88,67.2400,67.4400,66.2800,67.1331
AMS,19/08/2019,68.2800,67.2400,549683,37436532.00,68.2800,68.3400,67.5400,68.1060
AMS,20/08/2019,67.1800,68.2800,731481,49346626.90,67.1800,68.7000,67.1600,67.3931
AMS,21/08/2019,68.5400,67.1800,1135223,77370447.02,68.5400,68.8400,67.6600,68.4943
AMS,22/08/2019,67.2400,68.5400,1123265,76057977.26,67.2400,68.3800,67.1600,67.3999
AMS,23/08/2019,66.9000,67.2400,1115003,75334544.76,66.9000,68.4200,66.8400,67.2572
AMS,26/08/2019,66.4200,66.9000,491424,32608927.20,66.4200,66.6400,65.8800,66.3547
AMS,27/08/2019,67.0400,66.4200,800761,53591014.24,67.0400,67.4200,65.9000,66.9251
AMS,28/08/2019,66.6200,67.0400,593211,39443425.94,66.6200,66.8400,65.6800,66.4489
AMS,29/08/2019,67.1600,66.6200,660924,44354053.84,67.1600,67.4600,66.2600,67.1092
AMS,30/08/2019,67.7600,67.1600,831481,56251631.93,67.7600,67.9400,66.9800,67.6538
AMS,02/09/2019,67.1800,67.7600,442209,29685337.62,67.1800,67.8600,66.5800,67.1297
AMS,03/09/2019,67.0000,67.1800,614361,41170828.88,67.0000,67.4000,66.7200,67.0141
AMS,04/09/2019,67.4000,67.0000,834778,56325089.18,67.4000,67.7200,67.1400,67.4144
AMS,05/09/2019,68.0800,67.4000,672286,45842438.48,68.0800,68.8600,67.9800,68.1889
AMS,06/09/2019,68.5200,68.0800,727380,49730849.14,68.5200,68.5200,67.9200,68.3698
AMS,09/09/2019,67.4600,68.5200,1313482,88889119.66,67.4600,68.5400,67.4400,67.5799
AMS,10/09/2019,67.1800,67.4600,857778,57466824.47,67.1800,67.6800,66.1800,66.9996
AMS,11/09/2019,67.3400,67.1800,804431,54161410.37,67.3400,67.7800,66.8400,67.3198
AMS,12/09/2019,67.5000,67.3400,850865,57134385.37,67.5000,67.9000,66.0000,67.1427
AMS,13/09/2019,67.2000,67.5000,675078,45366317.48,67.2000,67.6400,66.7400,67.2016
AMS,16/09/2019,66.1800,67.2000,713219,47274525.90,66.1800,67.0800,66.0800,66.2833
AMS,17/09/2019,66.5000,66.1800,851515,56599224.46,66.5000,66.8400,66.0600,66.4703
AMS,18/09/2019,66.8000,66.5000,794836,53056508.12,66.8000,66.9400,66.1400,66.7532
AMS,19/09/2019,66.6000,66.8000,883313,58935451.78,66.6000,67.5200,66.3600,66.6780
AMS,20/09/2019,68.0000,66.6000,2728972,184821960.28,68.0000,68.0800,66.6800,67.8724
AMS,23/09/2019,65.4800,68.0000,1532270,101663266.74,65.4800,67.5400,64.7800,65.8153
AMS,24/09/2019,66.3000,65.4800,1437810,94949722.40,66.3000,66.8800,65.0200,66.2650
AMS,25/09/2019,65.2800,66.3000,750702,48980375.88,65.2800,66.1000,64.8600,65.2548
AMS,26/09/2019,65.2800,65.2800,1083587,71005332.12,65.2800,66.4200,65.2000,65.4617
AMS,27/09/2019,65.8000,65.2800,745704,48932879.87,65.8000,65.9400,64.9800,65.6777
AMS,30/09/2019,65.7200,65.8000,899278,59009933.61,65.7200,65.9800,65.0000,65.6378
AMS,01/10/2019,64.7200,65.7200,979065,63693158.81,64.7200,66.6200,64.5000,64.9997
AMS,02/10/2019,61.9400,64.7200,1612953,100751548.01,61.9400,64.4000,61.9400,62.3768
AMS,03/10/2019,62.5800,61.9400,773292,48285384.00,62.5800,62.8600,61.9000,62.4413
AMS,04/10/2019,63.5200,62.5800,1219371,76788273.20,63.5200,63.5200,61.7200,63.1644
AMS,07/10/2019,64.3000,63.5200,2087855,133671947.16,64.3000,64.3000,63.1000,64.1316
AMS,08/10/2019,64.0600,64.3000,853702,54736546.92,64.0600,64.7200,63.7000,64.1167
AMS,09/10/2019,64.7600,64.0600,616933,39817391.98,64.7600,64.8400,63.5600,64.6314
AMS,10/10/2019,65.8400,64.7600,781139,51066384.28,65.8400,65.8400,64.5400,65.5523
AMS,11/10/2019,66.8200,65.8400,773371,51497550.94,66.8200,66.8400,65.5200,66.5856
AMS,14/10/2019,65.9400,66.8200,695929,45845019.18,65.9400,66.6800,65.4200,65.9526
AMS,15/10/2019,66.8800,65.9400,845887,56683006.58,66.8800,67.5200,66.3400,66.9677
AMS,16/10/2019,67.1000,66.8800,513026,34468314.76,67.1000,67.8400,66.5600,67.1913
AMS,17/10/2019,66.7400,67.1000,804759,53819981.90,66.7400,67.4000,66.6200,66.8515
AMS,18/10/2019,65.5000,66.7400,704437,46321666.30,65.5000,66.8000,65.4200,65.7503
AMS,21/10/2019,66.1800,65.5000,526575,34712235.86,66.1800,66.1800,65.0800,66.0042
AMS,22/10/2019,65.4000,66.1800,567836,34773341.40,65.4000,66.3200,65.2400,65.5561
AMS,23/10/2019,65.3600,65.4000,631500,41135972.21,65.3600,65.3600,64.2600,65.1996
AMS,24/10/2019,66.3200,65.3600,576534,38151808.95,66.3200,66.5000,65.4000,66.1712
AMS,25/10/2019,67.0600,66.3200,421825,28199030.86,67.0600,67.0600,66.0800,66.8549
AMS,28/10/2019,67.1200,67.0600,999960,66950229.44,67.1200,67.4800,66.4400,67.0773
AMS,29/10/2019,66.5400,67.1200,688540,45865844.30,66.5400,67.3400,66.3800,66.5996
AMS,30/10/2019,66.0200,66.5400,1119645,73916078.98,66.0200,66.3800,65.0800,65.8981
AMS,31/10/2019,66.3400,66.0200,771247,51123159.52,66.3400,66.6000,65.7000,66.2886
AMS,01/11/2019,67.1800,66.3400,410410,27504620.78,67.1800,67.2200,66.4600,67.0174
AMS,04/11/2019,67.6400,67.1800,483846,32733392.38,67.6400,68.0600,67.1800,67.6548
AMS,05/11/2019,66.9800,67.6400,858666,57575529.62,66.9800,67.8200,66.4600,67.0135
AMS,06/11/2019,68.5800,66.9800,709260,48496727.42,68.5800,69.0000,66.6800,68.3808
AMS,07/11/2019,71.0800,68.5800,1276057,90496699.20,71.0800,71.9200,69.7600,70.9196
AMS,08/11/2019,71.4600,71.0800,1050982,74996356.40,71.4600,71.8200,70.2000,71.3562
AMS,11/11/2019,71.5400,71.4600,1319300,94293262.04,71.5400,71.6800,70.9800,71.4868
AMS,12/11/2019,71.0800,71.5400,573574,40820799.29,71.0800,72.0000,71.0000,71.1692
AMS,13/11/2019,71.8000,71.0800,726329,52051989.86,71.8000,71.9000,70.9600,71.6785
AMS,14/11/2019,71.8200,71.8000,736648,52945319.62,71.8200,72.2600,71.5600,71.8707
AMS,15/11/2019,71.9800,71.8200,815543,59300684.88,71.9800,72.5400,71.4400,71.9883
AMS,18/11/2019,71.7000,71.9800,985813,70707564.20,71.7000,72.2000,71.3600,71.7375
AMS,19/11/2019,71.8800,71.7000,588427,42299401.24,71.8800,72.2400,71.3800,71.8856
AMS,20/11/2019,71.5600,71.8800,764244,54673133.96,71.5600,71.8400,71.0600,71.5362
AMS,21/11/2019,70.9600,71.5600,1005279,71339207.96,70.9600,71.4200,70.0800,70.9509
AMS,22/11/2019,70.9600,70.9600,788283,55899815.52,70.9600,71.2600,70.3200,70.9134
AMS,25/11/2019,71.4600,70.9600,898567,64096904.94,71.4600,71.6600,70.9800,71.4087
AMS,26/11/2019,71.9000,71.4600,1804774,129625769.92,71.9000,72.1000,71.5000,71.9012
AMS,27/11/2019,72.1600,71.9000,846727,61147687.12,72.1600,72.4000,71.9000,72.1617
AMS,28/11/2019,72.0400,72.1600,296096,21309574.92,72.0400,72.1600,71.6800,71.9662
AMS,29/11/2019,72.3000,72.0400,776199,56108289.87,72.3000,72.6600,71.4800,72.2853
AMS,02/12/2019,71.4200,72.3000,1215631,87117089.30,71.4200,72.8200,71.2400,71.6211
AMS,03/12/2019,71.8600,71.4200,1426657,102425161.12,71.8600,72.2400,71.5200,71.8879
AMS,04/12/2019,72.3000,71.8600,608385,44012792.18,72.3000,72.7000,71.7600,72.3437
AMS,05/12/2019,72.1600,72.3000,622699,45006307.50,72.1600,72.8800,72.1600,72.2756
AMS,06/12/2019,72.7600,72.1600,859133,62387978.08,72.7600,72.9600,72.0200,72.6808
AMS,09/12/2019,72.4800,72.7600,1442090,104645777.14,72.4800,72.9000,71.7400,72.4360
AMS,10/12/2019,72.1800,72.4800,3698337,267168359.64,72.1800,72.3400,71.3000,71.9680
AMS,11/12/2019,71.7600,72.1800,1394219,100093326.14,71.7600,72.1000,71.5200,71.7886
AMS,12/12/2019,71.5200,71.7600,1049482,75195209.18,71.5200,72.3600,71.1800,71.6031
AMS,13/12/2019,72.6600,71.5200,712186,51661642.20,72.6600,72.8000,71.7800,72.5368
MTS,02/01/2019,17.6680,18.1800,932807,16222495.01,17.6680,18.0600,17.0700,17.3911
MTS,03/01/2019,17.3200,17.6680,390877,6811822.24,17.3200,17.6380,17.2180,17.4270
MTS,04/01/2019,18.4340,17.3200,714570,12902767.43,18.4340,18.5700,17.5620,18.0567
MTS,07/01/2019,18.7860,18.4340,489835,9202759.47,18.7860,19.1040,18.5620,18.7875
MTS,08/01/2019,19.2180,18.7860,589887,11304542.90,19.2180,19.4860,18.8100,19.1639
MTS,09/01/2019,19.6580,19.2180,767811,15190630.48,19.6580,20.1400,19.4280,19.7843
MTS,10/01/2019,19.4000,19.6580,492887,9493778.66,19.4000,19.4280,19.0400,19.2616
MTS,11/01/2019,19.1440,19.4000,416479,8035306.26,19.1440,19.5280,19.0400,19.2934
MTS,14/01/2019,19.3320,19.1440,378599,7252321.17,19.3320,19.4500,18.7400,19.1557
MTS,15/01/2019,19.2120,19.3320,518112,10067491.28,19.2120,19.8700,19.0500,19.4311
